id,kategori,ozellikler,instruction,input,expected_output,metindeki_etiketler,maskelenecek_etiketler,pred,dogru,schema_neutral,out_of_schema_tag
706,negatif,"tuzak,caps",Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,STOK KODU STK-99871 PASİFE ALINDI,STOK KODU STK-99871 PASİFE ALINDI,,,STOK KODU [STK_NO] PASİFE ALINDI,False,True,True
707,negatif,tuzak,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,toplantı salonu B-204 saat 14 için rezerve edildi,toplantı salonu B-204 saat 14 için rezerve edildi,,,toplantı salonu B-204 saat 14 için rezerve edildi,True,True,False
708,negatif,tuzak,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",aylık rapor şablonu güncellendi,aylık rapor şablonu güncellendi,,,aylık rapor şablonu güncellendi,True,True,False
709,negatif,tuzak,Bu metinde kart son kullanma tarihi dışında hiçbir şeyi maskeleme.,sunucu diski yüzde 91 doluluğa ulaştı,sunucu diski yüzde 91 doluluğa ulaştı,,,sunucu diski yüzde 91 doluluğa ulaştı,True,True,False
710,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,misafir wifi ağı LOJISTIK-5G yeniden başlatıldı,misafir wifi ağı LOJISTIK-5G yeniden başlatıldı,,,misafir wifi ağı [CIHAZ_ID] yeniden başlatıldı,False,True,False
711,negatif,tuzak,Kapsam yalnızca [MOTOR_NO]; diğer kişisel veriler bu sefer açık kalacak.,Kartal şubesi cumartesi kapalı olacak,Kartal şubesi cumartesi kapalı olacak,,,Kartal şubesi cumartesi kapalı olacak,True,True,False
712,negatif,tuzak,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,sendika toplantısı gelecek haftaya ertelendi,sendika toplantısı gelecek haftaya ertelendi,,,sendika toplantısı gelecek haftaya ertelendi,True,True,False
713,negatif,tuzak,Kapsam yalnızca IBAN numarası; diğer kişisel veriler bu sefer açık kalacak.,kart numarası girmeden devam edemiyorum ekran kilitleniyor,kart numarası girmeden devam edemiyorum ekran kilitleniyor,,,kart numarası girmeden devam edemiyorum ekran kilitleniyor,True,True,False
714,negatif,tuzak,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",raporda 36765 üzeri kayıt listelendi,raporda 36765 üzeri kayıt listelendi,,,raporda 36765 üzeri kayıt listelendi,True,True,False
715,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",sipariş 82415 kargoya verildi,sipariş 82415 kargoya verildi,,,sipariş 82415 kargoya verildi,True,True,False
716,negatif,tuzak,Yalnız kredi notu gizlenecek; başka hiçbir şey değişmeyecek.,araç filosuna 1475 yeni kamyonet eklendi,araç filosuna 1475 yeni kamyonet eklendi,,,araç filosuna 1475 yeni kamyonet eklendi,True,True,False
717,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,kan bağışı kampanyası cuma günü başlıyor,kan bağışı kampanyası cuma günü başlıyor,,,kan bağışı kampanyası cuma günü başlıyor,True,True,False
718,negatif,tuzak,Maskeleme talimatı: sadece etnik köken bilgisi.,dolar kuru 55873 seviyesinde açıldı,dolar kuru 55873 seviyesinde açıldı,,,dolar kuru 55873 seviyesinde açıldı,True,True,False
719,negatif,tuzak,[ANNE_KIZLIK] haricindeki bütün PII maskelenecek.,muhasebe hesap kodu 16503 ye virman yapıldı,muhasebe hesap kodu 16503 ye virman yapıldı,,,muhasebe hesap kodu 16503 ye virman yapıldı,True,True,False
720,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,sipariş 2026-448 kargoya verildi,sipariş 2026-448 kargoya verildi,,,sipariş 2026-448 kargoya verildi,True,True,False
721,negatif,tuzak,"şasi numarası alanını etiketle, kalan her şeyi aynen bırak.",tc kimlik alanına sadece rakam girilebilir uyarısı çıkıyor,tc kimlik alanına sadece rakam girilebilir uyarısı çıkıyor,,,tc kimlik alanına sadece rakam girilebilir uyarısı çıkıyor,True,True,False
722,negatif,tuzak,kullanıcı adı haricindeki bütün PII maskelenecek.,Fatih projesi bütçesi 850 bin TL olarak revize edildi,Fatih projesi bütçesi 850 bin TL olarak revize edildi,,,Fatih projesi bütçesi 850 bin TL olarak revize edildi,True,True,False
723,negatif,tuzak,engellilik bilgisi açıkta kalsın; kalan tüm kişisel verileri etiketle.,destek talebi TCK-47959 çözüldü olarak kapatıldı,destek talebi TCK-47959 çözüldü olarak kapatıldı,,,destek talebi TCK-47959 çözüldü olarak kapatıldı,True,True,False
724,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,İBAN ALANI BOŞ BIRAKILAMAZ UYARISI ALIYORUM,İBAN ALANI BOŞ BIRAKILAMAZ UYARISI ALIYORUM,,,IBAN ALANI [IBAN] UYARISI ALIYORUM,False,True,False
725,negatif,"tuzak,caps",Bu talepte tek hedef şifre; başka alan etiketlenmeyecek.,SENDİKA TOPLANTISI GELECEK HAFTAYA ERTELENDİ,SENDİKA TOPLANTISI GELECEK HAFTAYA ERTELENDİ,,,SENDİKA TOPLANTISI GELECEK HAFTAYA ERTELENDİ,True,True,False
726,negatif,tuzak,"Maskeleme yaparken [MOTOR_NO] atlanacak, diğer her kişisel veri etiketlenecek.",raporda 63437 üzeri kayıt listelendi,raporda 63437 üzeri kayıt listelendi,,,raporda 63437 üzeri kayıt listelendi,True,True,False
727,negatif,tuzak,Maskeleme talimatı: sadece [KART_SKT].,raporda 500 üzeri kayıt listelendi,raporda 500 üzeri kayıt listelendi,,,raporda 500 üzeri kayıt listelendi,True,True,False
728,negatif,tuzak,ruhsat numarası açıkta kalsın; kalan tüm kişisel verileri etiketle.,kargo takip ekranı bakımda,kargo takip ekranı bakımda,,,kargo takip ekranı bakımda,True,True,False
729,negatif,tuzak,Yalnız [VERGI_NO] gizlenecek; başka hiçbir şey değişmeyecek.,sınav sonucu 78 puan olarak açıklandı,sınav sonucu 78 puan olarak açıklandı,,,sınla sonucu 78 puan olarak açıklandı,False,True,False
730,negatif,tuzak,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",fatura no 46333 tutar 71223 TL onaylandı,fatura no 46333 tutar 71223 TL onaylandı,,,fatura no 46333 tutar 71223 TL onaylandı,True,True,False
731,negatif,tuzak,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,engelli rampası tadilatı tamamlandı,engelli rampası tadilatı tamamlandı,,,engelli rampası tadilatı tamamlandı,True,True,False
732,negatif,tuzak,[IBAN] istisna; onun dışındaki tüm kişisel alanları gizle.,ortalama sepet tutarı 85 bin TL yi geçti,ortalama sepet tutarı 85 bin TL yi geçti,,,ortalama sepet tutarı 85 bin TL yi geçti,True,True,False
733,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,oda 12 deki toplantı iptal edildi,oda 12 deki toplantı iptal edildi,,,oda 12 deki toplantı iptal edildi,True,True,False
734,negatif,tuzak,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,yıllık izin bakiyeniz 14 gün görünüyor,yıllık izin bakiyeniz 14 gün görünüyor,,,yıllık izin bakiyeniz 14 gün görünüyor,True,True,False
735,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,bina girişindeki turnike arızası giderildi,bina girişindeki turnike arızası giderildi,,,bina girişindeki turnike arızası giderildi,True,True,False
736,negatif,tuzak,"Sadece sağlık bilgisi için maskeleme yap, gerisi olduğu gibi kalsın.",sınav sonucu 90157 puan olarak açıklandı,sınav sonucu 90157 puan olarak açıklandı,,,sınla sonucu 90157 puan olarak açıklandı,False,True,False
737,negatif,"tuzak,caps","Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",DAHİLİ 4512 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,DAHİLİ 4512 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,,,DAHİLİ 4512 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,True,True,False
738,negatif,tuzak,Bu metinde MAC adresi dışında hiçbir şeyi maskeleme.,Erzurum şubesine 94180 yeni pos cihazı gönderildi,Erzurum şubesine 94180 yeni pos cihazı gönderildi,,,Erzurum şubesine 94180 yeni pos cihazı gönderildi,True,True,False
739,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,telefon formatı hatalı uyarısı veriyor,telefon formatı hatalı uyarısı veriyor,,,telefon formatı hatalı uyarısı veriyor,True,True,False
740,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,şifre alanı en az 10915 karakter istiyor,şifre alanı en az 10915 karakter istiyor,,,şifre alanı en az 10915 karakter istiyor,True,True,False
741,negatif,tuzak,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,Atatürk Bulvarı şubemiz taşınıyor,Atatürk Bulvarı şubemiz taşınıyor,,,[AD] şubemiz taşınıyor,False,True,False
742,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,adres satırı 2 zorunlu mu,adres satırı 2 zorunlu mu,,,adres satırı 2 zorunlu mu,True,True,False
743,negatif,tuzak,"Sadece [SOZLESME_NO] için maskeleme yap, gerisi olduğu gibi kalsın.",anket katılımı yüzde 62 de kaldı,anket katılımı yüzde 62 de kaldı,,,anket katılımı yüzde 62 de kaldı,True,True,False
744,negatif,tuzak,"Maskeleme yaparken anne adı atlanacak, diğer her kişisel veri etiketlenecek.",muhasebe hesap kodu 18638 ye virman yapıldı,muhasebe hesap kodu 18638 ye virman yapıldı,,,muhasebe hesap kodu 18638 ye virman yapıldı,True,True,False
745,negatif,tuzak,Bu metinde [AILE] dışında hiçbir şeyi maskeleme.,stok kodu STK-58290 pasife alındı,stok kodu STK-58290 pasife alındı,,,stok kodu STK-58290 pasife alındı,True,True,False
746,negatif,tuzak,[DIN] istisna; onun dışındaki tüm kişisel alanları gizle.,bayi toplantısı Antalya da yapılacak,bayi toplantısı Antalya da yapılacak,,,bayi toplantısı Antalya da yapılacak,True,True,False
747,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",oda 30544 deki toplantı iptal edildi,oda 30544 deki toplantı iptal edildi,,,oda 30544 deki toplantı iptal edildi,True,True,False
748,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,destek talebi TCK-74796 çözüldü olarak kapatıldı,destek talebi TCK-74796 çözüldü olarak kapatıldı,,,destek talebi TCK-74796 çözüldü olarak kapatıldı,True,True,False
749,negatif,tuzak,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,şifre alanı en az 8 karakter istiyor,şifre alanı en az 8 karakter istiyor,,,şifre alanı en az 8 karakter istiyor,True,True,False
750,negatif,tuzak,"Sadece engel durumu için maskeleme yap, gerisi olduğu gibi kalsın.",vade tarihi 31130 olarak güncellendi,vade tarihi 31130 olarak güncellendi,,,vade tarihi 31130 olarak güncellendi,True,True,False
751,negatif,tuzak,Her şeyi maskele ama kullanıcı adı dokunulmadan kalsın.,araç filosuna 96039 yeni kamyonet eklendi,araç filosuna 96039 yeni kamyonet eklendi,,,araç filosuna 96039 yeni kamyonet eklendi,True,True,False
752,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,vade tarihi 56198 olarak güncellendi,vade tarihi 56198 olarak güncellendi,,,vade tarihi 56198 olarak güncellendi,True,True,False
753,negatif,tuzak,"Sadece kan grubu için maskeleme yap, gerisi olduğu gibi kalsın.",fatura no 59766 tutar 11568 TL onaylandı,fatura no 59766 tutar 11568 TL onaylandı,,,fatura no 59766 tutar 11568 TL onaylandı,True,True,False
754,negatif,tuzak,"Maskeleme yaparken IP adresi atlanacak, diğer her kişisel veri etiketlenecek.",toplantı salonu B-11526 saat 43906 için rezerve edildi,toplantı salonu B-11526 saat 43906 için rezerve edildi,,,toplantı salonu B-11526 saat 43906 için rezerve edildi,True,True,False
755,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,destek talebi TCK-76606 çözüldü olarak kapatıldı,destek talebi TCK-76606 çözüldü olarak kapatıldı,,,destek talebi TCK-76606 çözüldü olarak kapatıldı,True,True,False
756,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,sınav sonucu 35614 puan olarak açıklandı,sınav sonucu 35614 puan olarak açıklandı,,,sınla sonucu 35614 puan olarak açıklandı,False,True,False
757,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",sunucu diski yüzde 37062 doluluğa ulaştı,sunucu diski yüzde 37062 doluluğa ulaştı,,,sunucu diski yüzde 37062 doluluğa ulaştı,True,True,False
758,negatif,tuzak,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,muhasebe hesap kodu 63833 ye virman yapıldı,muhasebe hesap kodu 63833 ye virman yapıldı,,,muhasebe hesap kodu 63833 ye virman yapıldı,True,True,False
759,negatif,"tuzak,caps",Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,ARAÇ FİLOSUNA 12 YENİ KAMYONET EKLENDİ,ARAÇ FİLOSUNA 12 YENİ KAMYONET EKLENDİ,,,ARAÇ FİLOSUNA 12 YENİ KAMYONET EKLENDİ,True,True,False
760,negatif,tuzak,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,şifre alanı en az 4292 karakter istiyor,şifre alanı en az 4292 karakter istiyor,,,şifre alanı en az 4292 karakter istiyor,True,True,False
761,negatif,tuzak,Maskeleme talimatı: sadece [KULLANICI_ADI].,dahili 30757 üzerinden santrale ulaşabilirsiniz,dahili 30757 üzerinden santrale ulaşabilirsiniz,,,dahili 30757 üzerinden santrale ulaşabilirsiniz,True,True,False
762,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,muhasebe hesap kodu 73100 ye virman yapıldı,muhasebe hesap kodu 73100 ye virman yapıldı,,,muhasebe hesap kodu 73100 ye virman yapıldı,True,True,False
763,negatif,"tuzak,caps","Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",TOPLANTI SALONU B-204 SAAT 14 İÇİN REZERVE EDİLDİ,TOPLANTI SALONU B-204 SAAT 14 İÇİN REZERVE EDİLDİ,,,TOPLANTI SALONU B-204 SAAT 14 İÇİN REZERVE EDİLDİ,True,True,False
764,negatif,tuzak,"Sadece cinsiyet için maskeleme yap, gerisi olduğu gibi kalsın.","dolar kuru 41,25 seviyesinde açıldı","dolar kuru 41,25 seviyesinde açıldı",,,"dolar kuru 41,25 seviyesinde açıldı",True,True,False
765,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",destek talebi TCK-32121 çözüldü olarak kapatıldı,destek talebi TCK-32121 çözüldü olarak kapatıldı,,,destek talebi TCK-32121 çözüldü olarak kapatıldı,True,True,False
766,negatif,tuzak,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,eğitim videosu 53823 dakika sürüyor,eğitim videosu 53823 dakika sürüyor,,,eğitim videosu 53823 dakika sürüyor,True,True,False
767,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,Fatih projesi bütçesi 71397 bin TL olarak revize edildi,Fatih projesi bütçesi 71397 bin TL olarak revize edildi,,,Fatih projesi bütçesi 71397 bin TL olarak revize edildi,True,True,False
768,negatif,tuzak,Maskeleme talimatı: sadece e-posta adresi.,Erzurum şubesine 25148 yeni pos cihazı gönderildi,Erzurum şubesine 25148 yeni pos cihazı gönderildi,,,Erzurum şubesine 25148 yeni pos cihazı gönderildi,True,True,False
769,negatif,tuzak,baba adı istisna; onun dışındaki tüm kişisel alanları gizle.,dahili 9563 üzerinden santrale ulaşabilirsiniz,dahili 9563 üzerinden santrale ulaşabilirsiniz,,,dahili 9563 üzerinden santrale ulaşabilirsiniz,True,True,False
770,negatif,"tuzak,caps","[ADRES] alanını etiketle, kalan her şeyi aynen bırak.",ATATÜRK BULVARI ŞUBEMİZ TAŞINIYOR,ATATÜRK BULVARI ŞUBEMİZ TAŞINIYOR,,,ATATÜRK BULVARI ŞUBEMİZ TAŞINIYOR,True,True,False
771,negatif,tuzak,"Maskeleme yaparken cihaz kimliği atlanacak, diğer her kişisel veri etiketlenecek.",ortalama sepet tutarı 77637 bin TL yi geçti,ortalama sepet tutarı 77637 bin TL yi geçti,,,ortalama sepet tutarı 77637 bin TL yi geçti,True,True,False
772,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",eğitim videosu 45 dakika sürüyor,eğitim videosu 45 dakika sürüyor,,,eğitim videosu 45 dakika sürüyor,True,True,False
773,negatif,tuzak,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",raporda 70144 üzeri kayıt listelendi,raporda 70144 üzeri kayıt listelendi,,,raporda 70144 üzeri kayıt listelendi,True,True,False
774,negatif,tuzak,"[DIN] alanını etiketle, kalan her şeyi aynen bırak.",fatura no 65346 tutar 9856 TL onaylandı,fatura no 65346 tutar 9856 TL onaylandı,,,fatura no 65346 tutar 9856 TL onaylandı,True,True,False
775,negatif,"tuzak,caps",sözleşme numarası haricindeki bütün PII maskelenecek.,DAHİLİ 35137 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,DAHİLİ 35137 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,,,DAHİLİ 35137 ÜZERİNDEN SANTRALE ULAŞABİLİRSİNİZ,True,True,False
776,negatif,tuzak,IP adresi istisna; onun dışındaki tüm kişisel alanları gizle.,Fatih projesi bütçesi 12624 bin TL olarak revize edildi,Fatih projesi bütçesi 12624 bin TL olarak revize edildi,,,Fatih projesi bütçesi 12624 bin TL olarak revize edildi,True,True,False
777,negatif,tuzak,Maskeleme talimatı: sadece [KREDI_NOTU].,sunucu diski yüzde 85455 doluluğa ulaştı,sunucu diski yüzde 85455 doluluğa ulaştı,,,sunucu diski yüzde 85455 doluluğa ulaştı,True,True,False
778,negatif,tuzak,Kapsam yalnızca T.C. kimlik numarası; diğer kişisel veriler bu sefer açık kalacak.,vade tarihi 4338 olarak güncellendi,vade tarihi 4338 olarak güncellendi,,,vade tarihi 4338 olarak güncellendi,True,True,False
779,negatif,tuzak,Yalnız [ANNE_KIZLIK] gizlenecek; başka hiçbir şey değişmeyecek.,personel sayımız 340 a ulaştı,personel sayımız 340 a ulaştı,,,personel sayımız 340 a ulaştı,True,True,False
780,negatif,tuzak,GPS koordinatı istisna; onun dışındaki tüm kişisel alanları gizle.,dolar kuru 73819 seviyesinde açıldı,dolar kuru 73819 seviyesinde açıldı,,,dolar kuru 73819 seviyesinde açıldı,True,True,False
781,negatif,"tuzak,caps","sağlık bilgisi alanını etiketle, kalan her şeyi aynen bırak.",KAN BAĞIŞI KAMPANYASI CUMA GÜNÜ BAŞLIYOR,KAN BAĞIŞI KAMPANYASI CUMA GÜNÜ BAŞLIYOR,,,KAN BAĞIŞI KAMPANYASI CUMA GÜNÜ BAŞLIYOR,True,True,False
782,negatif,"tuzak,caps",Metindeki tüm kişisel verileri uygun etiketlerle maskele.,UYGULAMA 74106 SÜRÜMÜNE GÜNCELLENDİ,UYGULAMA 74106 SÜRÜMÜNE GÜNCELLENDİ,,,UYGULAMA [SICIL_NO] SÜRÜMÜNE GÜNCELLENDİ,False,True,False
783,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,bayi toplantısı Denizli da yapılacak,bayi toplantısı Denizli da yapılacak,,,bayi toplantısı Denizli da yapılacak,True,True,False
784,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,DESTEK TALEBİ TCK-2298 ÇÖZÜLDÜ OLARAK KAPATILDI,DESTEK TALEBİ TCK-2298 ÇÖZÜLDÜ OLARAK KAPATILDI,,,DESTEK TALEBİ [ETNIK_KOKEN] ÇÖZÜLDÜ OLARAK KAPATILDI,False,True,False
785,negatif,tuzak,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",dahili 4512 üzerinden santrale ulaşabilirsiniz,dahili 4512 üzerinden santrale ulaşabilirsiniz,,,dahili 4512 üzerinden santrale ulaşabilirsiniz,True,True,False
786,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,stok kodu STK-99871 pasife alındı,stok kodu STK-99871 pasife alındı,,,stok kodu STK-99871 pasife alındı,True,True,False
787,negatif,tuzak,"[KART_SKT] alanını etiketle, kalan her şeyi aynen bırak.",kasa açığı 1.250 TL olarak raporlandı,kasa açığı 1.250 TL olarak raporlandı,,,kasa açığı 1.250 TL olarak raporlandı,True,True,False
788,negatif,tuzak,[BABA_ADI] istisna; onun dışındaki tüm kişisel alanları gizle.,sipariş 43007 kargoya verildi,sipariş 43007 kargoya verildi,,,sipariş 43007 kargoya verildi,True,True,False
789,negatif,tuzak,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",adres satırı 77006 zorunlu mu,adres satırı 77006 zorunlu mu,,,adres satırı 77006 zorunlu mu,True,True,False
790,negatif,tuzak,Maskeleme talimatı: sadece ceza kaydı.,sınav sonucu 82201 puan olarak açıklandı,sınav sonucu 82201 puan olarak açıklandı,,,sınla sonucu 82201 puan olarak açıklandı,False,True,False
791,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,KASA AÇIĞI 60498 TL OLARAK RAPORLANDI,KASA AÇIĞI 60498 TL OLARAK RAPORLANDI,,,KASA AÇIĞI 60498 TL OLARAK RAPORLANDI,True,True,False
792,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,YENİ KAMPANYA KODU YAZ2026 AKTİF EDİLDİ,YENİ KAMPANYA KODU YAZ2026 AKTİF EDİLDİ,,,YENİ KAMPANYA KODU [CVV] AKTİF EDİLDİ,False,True,False
793,negatif,tuzak,[ETNIK_KOKEN] haricindeki bütün PII maskelenecek.,vade tarihi 15.09.2026 olarak güncellendi,vade tarihi 15.09.2026 olarak güncellendi,,,vade tarihi 15.09.2026 olarak güncellendi,True,True,False
794,negatif,tuzak,"Maskeleme yaparken [CINSIYET] atlanacak, diğer her kişisel veri etiketlenecek.",personel sayımız 95416 a ulaştı,personel sayımız 95416 a ulaştı,,,personel sayımız 95416 a ulaştı,True,True,False
795,negatif,tuzak,personel sicil numarası haricindeki bütün PII maskelenecek.,İzmir şubesine 45 yeni pos cihazı gönderildi,İzmir şubesine 45 yeni pos cihazı gönderildi,,,İzmir şubesine 45 yeni pos cihazı gönderildi,True,True,False
796,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,adres satırı 36082 zorunlu mu,adres satırı 36082 zorunlu mu,,,adres satırı 36082 zorunlu mu,True,True,False
797,negatif,"tuzak,caps",Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,ORTALAMA SEPET TUTARI 70661 BİN TL Yİ GEÇTİ,ORTALAMA SEPET TUTARI 70661 BİN TL Yİ GEÇTİ,,,ORTALAMA SEPET TUTARI 70661 BİN TL Yİ GEÇTİ,True,True,False
798,negatif,tuzak,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,bayi toplantısı Hatay da yapılacak,bayi toplantısı Hatay da yapılacak,,,bayi toplantısı Hatay da yapılacak,True,True,False
799,negatif,tuzak,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,toplantı salonu B-59103 saat 78392 için rezerve edildi,toplantı salonu B-59103 saat 78392 için rezerve edildi,,,toplantı salonu B-59103 saat 78392 için rezerve edildi,True,True,False
800,negatif,tuzak,[PIN] istisna; onun dışındaki tüm kişisel alanları gizle.,Deniz kenarındaki depo için sigorta yenilendi,Deniz kenarındaki depo için sigorta yenilendi,,,[AD] kenarındaki depo için sigorta yenilendi,False,True,False
801,negatif,tuzak,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,şifre alanı en az 20995 karakter istiyor,şifre alanı en az 20995 karakter istiyor,,,şifre alanı en az 20995 karakter istiyor,True,True,False
802,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,KASA AÇIĞI 12649 TL OLARAK RAPORLANDI,KASA AÇIĞI 12649 TL OLARAK RAPORLANDI,,,KASA AÇIĞI 12649 TL OLARAK RAPORLANDI,True,True,False
803,negatif,tuzak,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,kasa açığı 77452 TL olarak raporlandı,kasa açığı 77452 TL olarak raporlandı,,,kasa açığı 77452 TL olarak raporlandı,True,True,False
804,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,ANKET KATILIMI YÜZDE 62 DE KALDI,ANKET KATILIMI YÜZDE 62 DE KALDI,,,ANKET KATILIMI YÜZDE 62 DE KALDI,True,True,False
805,negatif,"tuzak,caps",Kapsam yalnızca adres bilgisi; diğer kişisel veriler bu sefer açık kalacak.,EĞİTİM VİDEOSU 90862 DAKİKA SÜRÜYOR,EĞİTİM VİDEOSU 90862 DAKİKA SÜRÜYOR,,,EĞİTİM VİDEOSU 90862 DAKİKA SÜRÜYOR,True,True,False
806,negatif,tuzak,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,iban alanı boş bırakılamaz uyarısı alıyorum,iban alanı boş bırakılamaz uyarısı alıyorum,,,iban alanı boş bırakılamaz uyarısı alıyorum,True,True,False
807,negatif,tuzak,"anne kızlık soyadı alanını etiketle, kalan her şeyi aynen bırak.",şube kodu 1042 üzerinden işlem yapın,şube kodu 1042 üzerinden işlem yapın,,,şube kodu 1042 üzerinden işlem yapın,True,True,False
808,negatif,"tuzak,caps",Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,ŞİFRE ALANI EN AZ 8 KARAKTER İSTİYOR,ŞİFRE ALANI EN AZ 8 KARAKTER İSTİYOR,,,ŞİFRE ALANI EN AZ 8 KARAKTER İSTİYOR,True,True,False
809,negatif,"tuzak,caps",Yalnız [IMEI] gizlenecek; başka hiçbir şey değişmeyecek.,ANKET KATILIMI YÜZDE 2696 DE KALDI,ANKET KATILIMI YÜZDE 2696 DE KALDI,,,ANKET KATILIMI YÜZDE 2696 DE KALDI,True,True,False
810,negatif,tuzak,"uyruk alanını etiketle, kalan her şeyi aynen bırak.",yıllık izin bakiyeniz 19200 gün görünüyor,yıllık izin bakiyeniz 19200 gün görünüyor,,,yıllık izin bakiyeniz 19200 gün görünüyor,True,True,False
811,negatif,tuzak,"Sadece [KONUM] için maskeleme yap, gerisi olduğu gibi kalsın.",fatura no 51907 tutar 24383 TL onaylandı,fatura no 51907 tutar 24383 TL onaylandı,,,fatura no 51907 tutar 24383 TL onaylandı,True,True,False
812,negatif,tuzak,Yalnız kart numarası gizlenecek; başka hiçbir şey değişmeyecek.,sunucu diski yüzde 11406 doluluğa ulaştı,sunucu diski yüzde 11406 doluluğa ulaştı,,,sunucu diski yüzde 11406 doluluğa ulaştı,True,True,False
813,negatif,tuzak,mail adresi istisna; onun dışındaki tüm kişisel alanları gizle.,araç filosuna 90502 yeni kamyonet eklendi,araç filosuna 90502 yeni kamyonet eklendi,,,araç filosuna 90502 yeni kamyonet eklendi,True,True,False
